s1108	7	66	46
s1109	17	56	37
s1110	9	46	63
s1111	7	46	37
s1112	9	63	37
s1113	6	47	37
s1114	14	51	37
s1115	9	44	46
s1116	9	46	60
s1118	1	46	37
s1119	12	56	37
s1120	14	55	37
s1121	14	51	37
s1122	9	63	37
s1123	7	46	37
s1125	14	37	37
s1127	19	61	37
s1129	14	46	37
s1131	14	44	46
s1132	14	44	46
s1133	14	44	46
s1134	14	37	37
s1135	14	51	37
s1136	14	37	37
s1137	7	46	63
s1138	14	46	61
s1139	7	43	46
s1140	12	56	37
s1141	14	37	37
s1142	7	46	56
s1143	1	37	37
s1145	9	63	37
s1146	7	37	37
s1148	1	46	60
s1151	1	37	37
s1152	6	37	37
s1154	7	46	37
s1155	7	37	37
s1156	1	46	37
s1157	6	66	61
s1158	9	37	37
s1160	7	46	37
s1161	7	43	56
s1162	1	37	37
s1163	7	46	37
s1165	9	46	37
s1166	9	44	46
s1168	7	46	63
s1171	6	47	37
s1172	1	37	37
s1173	21	37	37
s1176	7	43	46
s1177	7	46	37
s1178	12	46	37
s1179	14	37	37
s1184	17	61	37
s1185	14	46	37
s1186	9	46	63
s1188	11	37	37
s1189	14	47	46
s1190	21	37	37
s1191	14	37	37
s1192	21	37	37
s1193	7	46	37
s1194	1	46	61
s1195	7	46	56
s1196	1	37	37
s1198	7	61	37
s1199	21	37	37
s1200	7	56	37
s1203	7	46	63
s1204	6	44	37
s1205	1	37	37
s1208	1	37	37
s1209	9	46	37
s1210	9	44	46
s1212	7	46	37
s1213	7	46	37
s1215	7	46	61
s1216	9	46	63
s1217	9	46	63
s1219	6	47	37
s1220	9	44	43
s1221	7	43	46
s1222	7	46	37
s1223	12	43	37
s1229	7	43	46
s1231	9	44	43
s1233	9	44	46
s1234	9	46	37
s1237	14	44	46
s1238	9	46	63
s1240	14	37	37
s1241	7	63	37
s1242	9	44	61
s1244	7	37	37
s1245	14	47	46
s1248	14	44	46
s1249	1	61	37
s1250	21	37	37
s1251	1	46	61
s1252	14	54	44
s1253	9	46	37
s1254	6	47	37
s1255	19	44	37
s1256	14	44	46
s1257	9	64	61
s1259	6	47	37
s1260	9	44	43
s1261	9	46	63
s1262	7	43	46
s1263	9	44	37
s1264	14	37	37
s1265	9	44	43
s1266	17	56	37
s1267	7	43	46
s1268	17	56	37
s1270	7	46	63
s1274	17	56	37
s1277	7	46	37
s1279	21	37	37
s1280	1	46	37
s1281	1	46	60
s1282	7	46	37
s1284	12	56	37
s1285	12	37	37
s1287	9	44	43
s1288	9	44	37
s1289	7	56	37
s1290	1	46	61
s1291	9	67	56
s1292	7	43	46
s1293	1	46	37
s1296	9	44	43
s1298	12	37	37
s1304	1	37	37
s1305	6	37	37
s1306	14	47	44
s1308	6	47	44
s1310	11	37	37
s1312	9	44	46
s1313	7	43	67
s1316	21	37	37
s1317	7	46	63
s1319	9	63	37
s1320	6	37	37
s1323	9	44	46
s1324	7	46	63
s1325	7	43	63
s1326	17	56	37
s1327	9	46	63
s1328	1	61	37
s1330	9	46	37
s1331	7	63	37
s1334	9	44	37
s1335	14	46	37
s1337	21	37	37
s1338	7	43	46
s1341	7	46	37
s1342	7	43	37
s1343	14	44	46
s1344	1	37	37
s1345	7	46	63
s1346	14	46	37
s1347	9	44	46
s1348	14	46	37
s1352	7	66	46
s1354	14	47	37
s1358	7	37	37
s1359	11	37	37
s1360	7	46	56
s1365	6	51	37
s1367	7	66	37
s1368	12	37	37
s1369	14	46	37
s1370	6	47	37
s1371	7	46	37
s1373	6	44	46
s1375	1	46	60
s1377	9	44	43
s1379	6	44	37
s1380	7	46	37
s1382	9	46	63
s1383	7	46	63
s1387	9	46	67
s1388	7	56	37
s1389	7	37	37
s1390	9	37	37
s1391	7	37	37
s1392	7	37	37
s1394	11	37	37
s1397	14	37	37
s1398	7	51	37
s1399	12	37	37
s1400	7	43	37
s1404	6	47	44
s1406	14	37	37
s1407	6	47	37
s1408	6	37	37
s1410	11	37	37
s1411	7	46	37
s1412	1	37	37
s1413	7	46	67
s1414	7	46	37
s1415	9	44	46
s1416	7	56	37
s1418	17	56	37
s1419	21	37	37
s1421	1	37	37
s1422	9	44	46
s1423	7	46	37
s1424	9	46	63
s1425	6	47	37
s1426	1	37	37
s1427	7	46	37
s1429	7	43	46
s1432	9	44	46
s1434	7	46	37
s1435	6	47	37
s1436	7	37	37
s1437	1	46	61
s1439	1	46	60
s1442	14	47	46
s1445	9	63	60
s1446	14	47	46
s1447	9	37	37
s1448	12	56	37
s1451	21	37	37
s1452	6	44	60
s1453	7	43	37
s1454	6	47	37
s1455	1	37	37
s1457	14	44	43
s1459	14	37	37
s1460	9	37	37
s1462	9	44	43
s1465	1	37	37
s1467	1	37	37
s1468	14	56	37
s1469	9	46	37
s1470	19	44	43
s1471	7	67	37
s1472	21	37	37
s1473	9	44	46
s1475	14	44	66
s1476	9	44	46
s1482	12	46	37
s1485	7	37	37
s1486	6	47	37
s1487	9	37	37
s1489	7	46	37
s1491	6	37	37
s1492	9	44	46
s1494	17	63	37
s1495	6	47	37
s1496	9	44	46
s1497	6	44	46
s1498	7	46	63
s1499	14	47	43
s1500	7	37	37
s1501	7	46	67
s1502	7	63	37
s1503	21	37	37
s1505	32	37	37
s1508	6	47	37
s1510	1	61	37
s1511	9	37	37
s1512	9	46	37
s1513	21	37	37
s1514	7	37	37
s1516	9	37	37
s1518	7	61	37
s1519	1	61	37
s1520	6	47	44
s1522	7	43	46
s1523	7	46	63
s1524	9	44	46
s1525	14	37	37
s1526	7	46	63
s1527	9	46	63
s1530	17	63	37
s1532	7	46	63
s1535	7	46	67
s1537	12	56	37
s1538	7	37	37
s1541	7	56	37
s1543	21	37	37
s1545	7	43	60
s1550	7	43	37
s1551	9	63	37
s1554	9	37	37
s1557	6	37	37
s1558	6	44	37
s1559	1	37	37
s1561	9	67	61
s1562	7	46	60
s1564	7	67	37
s1566	17	63	37
s1567	7	46	63
s1568	9	46	67
s1569	7	43	46
s1572	9	44	46
s1576	1	46	37
s1577	6	47	37
s1578	1	46	61
s1581	6	37	37
s1582	6	37	37
s1583	7	56	37
s1585	14	44	37
s1589	6	37	37
s1592	6	47	37
s1593	9	46	56
s1595	9	46	37
s1596	7	43	37
s1598	6	44	37
s1599	7	46	63
s1600	9	44	46
s1601	6	37	37
s1602	9	46	37
s1603	9	44	46
s1605	21	37	37
s1607	9	44	46
s1608	21	37	37
s1609	14	37	37
s1610	6	37	37
s1611	11	37	37
s1613	9	43	37
s1614	7	46	63
s1617	6	47	37
s1618	9	37	37
s1621	14	37	37
s1622	14	37	37
s1625	11	37	37
s1627	14	47	37
s1630	12	46	37
s1631	7	46	37
s1632	11	37	37
s1633	6	37	37
s1634	14	37	37
s1636	6	37	37
s1637	6	71	37
s1638	12	46	37
s1643	14	46	37
s1644	17	56	37
s1645	9	46	67
s1646	21	37	37
s1647	14	44	46
s1648	9	46	63
s1649	12	37	37
s1651	32	37	37
s1652	6	47	37
s1653	12	46	56
s1654	12	46	56
s1656	6	47	37
s1657	7	37	37
s1658	7	46	37
s1660	14	37	37
s1661	1	61	37
s1663	14	47	46
s1664	6	61	37
s1665	14	37	37
s1666	17	56	37
s1667	6	37	37
s1670	7	37	37
s1672	6	47	37
s1674	7	46	37
s1675	14	47	46
s1676	9	46	61
s1677	7	46	63
s1678	17	63	37
s1679	17	56	37
s1680	14	44	46
s1681	7	46	56
s1682	6	47	44
s1683	9	44	46
s1684	9	46	37
s1686	7	46	37
s1687	21	37	37
s1690	7	63	37
s1691	1	37	37
s1692	32	63	37
s1695	6	47	37
s1696	33	37	37
s1700	6	54	47
s1701	11	37	37
s1703	6	47	37
s1704	6	61	37
s1705	1	46	37
s1706	7	46	37
s1708	17	63	37
s1710	7	46	63
s1711	7	43	37
s1713	9	44	46
s1714	7	46	67
s1715	12	37	37
s1720	1	46	37
s1721	7	46	37
s1726	7	46	37
s1728	7	46	37
s1729	7	43	46
s1730	9	37	37
s1732	7	67	63
s1733	7	46	63
s1735	9	63	37
s1736	7	46	63
s1737	6	47	63
s1739	7	63	37
s1740	9	44	63
s1742	7	46	37
s1743	21	37	37
s1744	7	46	37
s1745	1	46	37
s1746	1	37	37
s1748	18	56	37
s1750	6	47	37
s1752	6	37	37
s1753	6	37	37
s1754	6	37	37
s1762	6	47	37
s1763	14	37	37
s1764	7	43	56
s1765	7	56	37
s1768	7	37	37
s1769	14	44	60
s1771	9	60	37
s1773	14	44	46
s1775	7	43	56
s1776	12	43	37
s1777	7	46	37
s1778	12	46	37
s1781	7	46	56
s1784	12	46	37
s1785	12	46	37
s1786	9	63	37
s1787	17	37	37
s1788	32	37	37
s1789	12	46	37
s1790	1	37	37
s1793	1	46	60
s1794	9	37	37
s1796	9	46	61
s1797	14	44	43
s1798	7	61	37
s1799	9	46	67
s1802	6	61	37
s1803	7	56	37
s1806	1	37	37
s1807	12	46	37
s1808	7	46	63
s1809	9	44	61
s1810	7	46	63
s1811	7	43	37
s1812	9	44	43
s1813	1	46	37
s1815	7	63	56
s1816	6	37	37
s1817	14	55	37
s1818	19	44	46
s1819	7	46	61
s1820	9	44	46
s1821	1	46	37
s1822	7	43	46
s1823	19	44	43
s1824	1	46	37
s1825	7	46	37
s1826	7	46	63
s1827	7	43	46
s1828	7	43	46
s1830	7	46	37
s1831	9	46	63
s1832	1	46	37
s1833	7	46	37
s1834	6	47	37
s1836	14	37	37
s1837	9	46	63
s1839	14	37	37
s1843	7	37	37
s1844	12	56	37
s1845	6	37	37
s1846	14	37	37
s1847	14	47	46
s1850	7	46	37
s1851	7	46	63
s1854	1	46	37
s1856	14	46	63
s1857	1	61	37
s1858	1	46	37
s1859	17	63	56
s1860	6	37	37
s1862	9	44	46
s1863	28	44	46
s1864	9	46	63
s1866	9	46	37
s1867	7	46	37
s1868	12	37	37
s1870	9	46	63
s1871	9	46	37
s1872	6	37	37
s1873	9	44	43
s1875	1	46	61
s1877	7	46	37
s1880	9	55	37
s1882	9	37	37
s1883	1	61	37
s1884	6	37	37
s1885	7	63	37
s1887	1	37	37
s1888	1	67	37
s1889	7	46	60
s1892	9	46	63
s1893	6	37	37
s1897	7	46	37
s1898	9	44	46
s1899	12	46	56
s1900	9	46	63
s1901	9	55	37
s1902	9	46	63
s1903	14	47	46
s1904	7	56	37
s1905	1	67	37
s1906	14	44	46
s1910	14	44	37
s1912	1	37	37
s1913	14	47	44
s1914	1	46	37
s1917	1	61	37
s1920	9	46	63
s1921	9	43	46
s1922	14	44	37
s1925	7	56	37
s1927	1	37	37
s1928	7	46	37
s1931	7	46	56
s1932	7	67	37
s1933	1	67	37
s1935	1	37	37
s1936	21	37	37
s1937	14	37	37
s1938	1	46	61
s1939	7	43	46
s1940	9	44	46
s1941	9	46	61
s1942	9	46	61
s1943	9	46	63
s1944	9	46	61
s1945	7	46	63
s1946	7	46	56
s1947	9	46	61
s1951	7	43	46
s1954	7	46	37
s1957	1	46	61
s1958	14	51	60
s1960	14	65	44
s1961	1	37	37
s1963	1	37	37
s1964	7	46	37
s1965	14	46	37
s1966	14	46	37
s1967	14	46	37
s1968	14	46	37
s1969	14	46	37
s1970	14	46	37
s1971	12	46	56
s1972	9	46	37
s1973	14	46	37
s1975	7	46	63
s1976	9	46	37
s1977	7	46	56
s1978	7	43	46
s1982	9	46	63
s1983	17	56	37
s1985	1	46	61
s1986	6	47	37
s1987	17	56	37
s1988	7	43	37
s1993	21	37	37
s1996	7	56	37
s1997	7	46	56
s1998	14	46	37
s2000	1	46	37
s2001	21	37	37
s2002	7	43	63
s2004	6	47	37
s2005	6	37	37
s2006	7	46	61
s2008	6	47	44
s2011	6	37	37
s2012	6	47	37
s2015	21	37	37
s2016	7	46	56
s2017	7	46	37
s2018	7	46	37
s2019	7	46	37
s2020	9	44	46
s2021	6	44	46
s2024	7	46	63
s2025	9	46	63
s2026	9	44	46
s2027	9	44	46
s2028	6	37	37
s2029	7	46	56
s2030	9	55	37
s2031	9	44	43
s2032	7	46	37
s2035	9	46	61
s2036	1	37	37
s2037	12	46	56
s2039	6	71	46
s2040	7	43	46
s2042	1	37	37
s2044	7	37	37
s2046	7	43	37
s2047	9	44	46
s2049	9	44	43
s2050	9	46	63
s2051	21	37	37
s2052	7	43	46
s2053	9	43	63
s2056	7	43	46
s2057	6	47	37
s2058	1	46	61
s2060	14	44	63
s2061	17	63	37
s2062	6	61	37
s2066	26	46	37
s2068	14	57	46
s2072	6	47	37
s2073	9	37	37
s2075	9	44	46
s2076	1	46	60
s2077	6	47	37
s2078	7	46	60
s2080	6	47	37
s2082	6	37	37
s2083	9	46	63
s2084	14	37	37
s2085	7	37	37
s2088	14	46	37
s2089	17	56	37
s2091	9	44	43
s2092	12	46	56
s2093	7	66	37
s2095	7	46	67
s2096	1	37	37
s2098	1	46	60
s2101	7	56	37
s2104	7	46	56
s2105	12	43	46
s2108	14	65	47
s2110	1	67	37
s2111	9	46	37
s2112	7	46	37
s2115	6	47	37
s2116	9	37	37
s2117	9	44	46
s2118	9	44	46
s2120	1	66	46
s2121	7	46	61
s2122	14	51	37
s2127	9	46	61
s2129	1	46	60
s2130	6	47	37
s2131	7	43	37
s2132	6	37	37
s2133	14	37	37
s2138	9	44	46
s2139	7	43	37
s2140	7	43	56
s2142	14	44	46
s2143	6	47	51
s2144	21	37	37
s2147	7	63	37
s2148	7	46	37
s2150	12	56	37
s2151	9	46	37
s2155	1	37	37
s2156	6	37	37
s2160	9	37	37
s2162	1	46	61
s2164	1	46	60
s2165	17	56	37
s2167	6	37	37
s2168	6	47	37
s2170	21	37	37
s2172	9	44	43
s2173	9	37	37
s2177	14	37	37
s2178	6	37	37
s2180	7	63	37
s2183	21	37	37
s2184	34	56	37
s2186	6	47	37
s2187	7	46	56
s2188	9	46	63
s2189	6	37	37
s2192	7	46	37
s2194	9	44	43
s2196	9	46	63
s2197	7	46	56
s2198	7	43	46
s2199	7	46	56
s2200	1	37	37
s2201	1	37	37
s2203	9	44	43
s2205	9	46	37
s2206	14	46	37
s2207	7	43	46
s2208	6	47	37
s2209	6	47	37
s2210	7	46	37
s2211	17	56	37
s2212	7	46	63
s2214	9	63	37
s2216	6	47	37
s2217	7	46	37
s2220	1	61	37
s2221	14	44	46
s2222	21	37	37
s2225	7	46	37
s2229	1	37	37
s2232	9	46	37
s2233	11	37	37
s2234	9	46	63
s2235	7	46	63
s2237	6	47	37
s2240	7	46	56
s2241	9	46	37
s2243	21	37	37
s2244	1	46	61
s2245	7	46	37
s2248	9	46	37
s2249	1	37	37
s2251	14	37	37
s2253	9	46	37
s2257	1	60	37
s2258	1	67	37
s2260	9	43	37
s2261	6	37	37
s2262	21	37	37
s2263	1	60	37
